"user_id","skill_id","correct"
78981,1,"1"
78981,1,"1"
78981,1,"0"
78981,1,"1"
78981,1,"1"
78981,1,"1"
78982,1,"1"
78982,1,"1"
78982,1,"1"
78982,1,"1"
78982,1,"1"
78982,1,"1"
78983,1,"0"
78983,1,"1"
78983,1,"1"
78983,1,"0"
78983,1,"1"
78983,1,"1"
78983,1,"1"
78983,1,"1"
78983,1,"1"
78983,1,"1"
78984,1,"0"
78984,1,"1"
78984,1,"0"
78984,1,"1"
78984,1,"0"
78984,1,"1"
78984,1,"1"
78984,1,"1"
78984,1,"1"
78984,1,"1"
78985,1,"0"
78985,1,"0"
78985,1,"1"
78985,1,"0"
78985,1,"1"
78985,1,"1"
78985,1,"1"
78985,1,"1"
78985,1,"1"
78985,1,"1"
78985,1,"1"
78985,1,"1"
78985,1,"1"
78985,1,"1"
78985,1,"1"
78986,1,"1"
78986,1,"1"
78987,1,"1"
78987,1,"1"
78987,1,"1"
78987,1,"1"
78987,1,"1"
78987,1,"1"
78987,1,"1"
78988,1,"1"
78988,1,"1"
78988,1,"1"
78988,1,"1"
78988,1,"1"
78988,1,"1"
78989,1,"1"
78989,1,"1"
78990,1,"1"
78990,1,"1"
78990,1,"1"
78990,1,"1"
78990,1,"1"
78990,1,"1"
78990,1,"1"
78990,1,"0"
78990,1,"1"
78990,1,"1"
78991,1,"1"
78991,1,"0"
78991,1,"1"
78991,1,"1"
78991,1,"1"
78991,1,"1"
78991,1,"1"
78991,1,"1"
78991,1,"1"
78992,1,"1"
78992,1,"1"
78992,1,"0"
78992,1,"1"
78992,1,"1"
78992,1,"1"
78992,1,"0"
78992,1,"1"
78992,1,"1"
78992,1,"1"
78992,1,"1"
78992,1,"1"
78992,1,"1"
79012,1,"0"
79012,1,"1"
79012,1,"1"
79012,1,"1"
79012,1,"1"
79012,1,"1"
79012,1,"1"
79012,1,"1"
79013,1,"1"
79013,1,"0"
79013,1,"1"
79013,1,"1"
79013,1,"1"
79013,1,"1"
79013,1,"1"
79013,1,"1"
79013,1,"1"
79013,1,"0"
79013,1,"1"
79013,1,"1"
79013,1,"1"
79013,1,"1"
79013,1,"1"
79014,1,"1"
79014,1,"1"
79014,1,"1"
79014,1,"1"
79015,1,"1"
79015,1,"1"
79015,1,"0"
79015,1,"1"
79015,1,"1"
79015,1,"1"
79016,1,"1"
79016,1,"0"
79016,1,"1"
79016,1,"1"
79016,1,"1"
79016,1,"1"
79016,1,"1"
79016,1,"0"
79016,1,"1"
79016,1,"1"
79016,1,"1"
79016,1,"1"
79016,1,"1"
79017,1,"0"
79017,1,"1"
79017,1,"1"
79018,1,"0"
79018,1,"1"
79018,1,"1"
79018,1,"1"
79018,1,"1"
79018,1,"1"
79018,1,"1"
79018,1,"1"
79018,1,"1"
79018,1,"1"
79019,1,"0"
79019,1,"1"
79019,1,"1"
79019,1,"1"
79019,1,"0"
79019,1,"1"
79019,1,"1"
79019,1,"1"
79019,1,"1"
79019,1,"1"
79020,1,"0"
79020,1,"1"
79020,1,"1"
79020,1,"1"
79020,1,"1"
79020,1,"1"
79020,1,"1"
79021,1,"0"
79021,1,"0"
79021,1,"1"
79021,1,"1"
79021,1,"1"
79021,1,"0"
79021,1,"0"
79021,1,"1"
79021,1,"1"
79021,1,"1"
79021,1,"1"
79021,1,"1"
79021,1,"1"
79022,1,"1"
79022,1,"1"
79022,1,"0"
79022,1,"1"
79022,1,"1"
79022,1,"1"
79022,1,"1"
79022,1,"1"
79022,1,"1"
79022,1,"0"
79022,1,"1"
79022,1,"1"
79023,1,"0"
79023,1,"1"
79023,1,"1"
79023,1,"1"
79023,1,"1"
79023,1,"0"
79023,1,"1"
79023,1,"1"
79024,1,"1"
79024,1,"1"
79026,1,"0"
79026,1,"1"
79026,1,"1"
79026,1,"0"
79026,1,"1"
79026,1,"1"
79026,1,"1"
79026,1,"1"
79026,1,"1"
79026,1,"1"
79027,1,"1"
79027,1,"1"
79027,1,"1"
79029,1,"0"
79029,1,"0"
79029,1,"1"
79029,1,"1"
79029,1,"1"
79029,1,"1"
79029,1,"1"
79029,1,"1"
79029,1,"1"
79029,1,"0"
79029,1,"0"
79029,1,"1"
79029,1,"1"
79029,1,"1"
79029,1,"1"
79029,1,"1"
79031,1,"0"
79031,1,"1"
79031,1,"1"
79031,1,"1"
79031,1,"1"
79031,1,"1"
79031,1,"1"
79031,1,"1"
79031,1,"1"
79032,1,"0"
79032,1,"1"
79032,1,"1"
79032,1,"1"
79033,1,"0"
79033,1,"1"
79033,1,"1"
79033,1,"1"
79033,1,"1"
79033,1,"1"
79033,1,"1"
79033,1,"1"
79033,1,"0"
79033,1,"1"
79033,1,"1"
79033,1,"1"
79034,1,"1"
79034,1,"0"
79034,1,"1"
79034,1,"1"
79034,1,"1"
79034,1,"1"
79034,1,"1"
79034,1,"1"
79034,1,"1"
79034,1,"1"
79034,1,"1"
79034,1,"1"
79054,1,"0"
79054,1,"0"
79054,1,"1"
79054,1,"0"
79054,1,"1"
79054,1,"1"
79054,1,"1"
79054,1,"1"
79054,1,"1"
79054,1,"1"
79055,1,"1"
79055,1,"1"
79055,1,"0"
79055,1,"1"
79055,1,"1"
79055,1,"1"
79055,1,"1"
79055,1,"1"
79055,1,"1"
79055,1,"1"
79056,1,"1"
79056,1,"1"
79056,1,"1"
79056,1,"1"
79056,1,"1"
79056,1,"1"
79056,1,"1"
79057,1,"1"
79057,1,"1"
79057,1,"1"
79057,1,"1"
79057,1,"1"
79058,1,"1"
79058,1,"1"
79058,1,"1"
79058,1,"0"
79058,1,"1"
79058,1,"1"
79058,1,"1"
79058,1,"1"
79059,1,"0"
79059,1,"1"
79059,1,"1"
79059,1,"0"
79059,1,"1"
79059,1,"0"
79059,1,"1"
79059,1,"1"
79059,1,"1"
79060,1,"1"
79060,1,"1"
79060,1,"1"
79060,1,"1"
79060,1,"1"
79060,1,"1"
79060,1,"1"
79061,1,"1"
79061,1,"1"
79061,1,"1"
79061,1,"1"
79061,1,"1"
79061,1,"1"
79062,1,"0"
79062,1,"1"
79062,1,"1"
79062,1,"1"
79062,1,"1"
79062,1,"0"
79062,1,"1"
79062,1,"0"
79062,1,"1"
79062,1,"1"
79062,1,"1"
79062,1,"1"
79062,1,"1"
79062,1,"1"
79063,1,"1"
79063,1,"1"
79063,1,"1"
79063,1,"1"
79063,1,"1"
79064,1,"1"
79064,1,"0"
79064,1,"1"
79064,1,"0"
79064,1,"1"
79064,1,"1"
79064,1,"1"
79064,1,"1"
79064,1,"1"
79064,1,"1"
79064,1,"1"
79066,1,"1"
79066,1,"1"
79066,1,"1"
79066,1,"1"
79066,1,"1"
79066,1,"1"
79066,1,"1"
79066,1,"1"
79067,1,"1"
79067,1,"1"
79067,1,"1"
79067,1,"1"
79067,1,"0"
79067,1,"0"
79067,1,"1"
79067,1,"1"
79068,1,"0"
79068,1,"1"
79068,1,"0"
79068,1,"1"
79068,1,"1"
79068,1,"1"
79068,1,"1"
79068,1,"1"
79068,1,"1"
79068,1,"1"
79068,1,"1"
79069,1,"0"
79069,1,"1"
79069,1,"1"
79069,1,"0"
79069,1,"0"
79069,1,"1"
79069,1,"0"
79069,1,"1"
79069,1,"1"
79069,1,"0"
79069,1,"1"
79069,1,"0"
79069,1,"1"
79069,1,"0"
79069,1,"1"
79069,1,"0"
79069,1,"1"
79069,1,"1"
79069,1,"1"
79069,1,"1"
79070,1,"0"
79070,1,"0"
79070,1,"1"
79070,1,"0"
79070,1,"1"
79070,1,"0"
79070,1,"1"
79070,1,"1"
79070,1,"1"
79070,1,"1"
79070,1,"1"
79070,1,"1"
79070,1,"1"
79070,1,"1"
79071,1,"1"
79071,1,"1"
79071,1,"0"
79071,1,"1"
79071,1,"1"
79071,1,"1"
79071,1,"0"
79071,1,"1"
79071,1,"1"
79071,1,"1"
79071,1,"1"
79073,1,"0"
79073,1,"1"
79073,1,"1"
79073,1,"1"
79073,1,"1"
79073,1,"1"
79073,1,"1"
79074,1,"0"
79074,1,"1"
79074,1,"1"
79074,1,"1"
79074,1,"1"
79074,1,"1"
79075,1,"1"
79075,1,"0"
79075,1,"1"
79075,1,"1"
79075,1,"1"
79075,1,"1"
79075,1,"0"
79075,1,"1"
79075,1,"1"
79075,1,"1"
79075,1,"1"
79075,1,"1"
79217,1,"1"
79217,1,"1"
79217,1,"1"
79217,1,"1"
79264,1,"1"
79264,1,"1"
79264,1,"0"
79264,1,"0"
79264,1,"1"
79319,1,"1"
79411,1,"1"
79414,1,"1"
79414,1,"1"
79415,1,"1"
79415,1,"1"
79547,1,"0"
79547,1,"0"
79547,1,"1"
79547,1,"1"
79547,1,"0"
79547,1,"1"
79547,1,"1"
79547,1,"1"
79578,1,"1"
79578,1,"1"
79580,1,"1"
79580,1,"1"
79581,1,"0"
79581,1,"1"
79582,1,"1"
79582,1,"1"
79583,1,"1"
79583,1,"1"
79584,1,"1"
79585,1,"1"
79585,1,"1"
79586,1,"0"
79586,1,"1"
79586,1,"1"
79632,1,"1"
79632,1,"1"
79632,1,"1"
79632,1,"1"
79682,1,"0"
79682,1,"0"
79735,1,"0"
79735,1,"1"
79735,1,"1"
79736,1,"1"
79736,1,"1"
79737,1,"1"
79737,1,"0"
79737,1,"1"
79738,1,"1"
79738,1,"1"
79739,1,"0"
79739,1,"1"
79739,1,"1"
79740,1,"0"
79740,1,"1"
79740,1,"1"
79741,1,"1"
79741,1,"1"
79741,1,"1"
79742,1,"0"
79742,1,"1"
79742,1,"1"
79742,1,"0"
79742,1,"1"
79742,1,"1"
79744,1,"0"
79744,1,"1"
79744,1,"1"
79744,1,"1"
79746,1,"1"
79746,1,"1"
79746,1,"1"
79748,1,"1"
79748,1,"1"
79749,1,"1"
79749,1,"1"
79750,1,"0"
79750,1,"1"
79750,1,"1"
79752,1,"1"
79760,1,"0"
79760,1,"1"
79760,1,"1"
79762,1,"0"
79762,1,"1"
79763,1,"0"
79763,1,"1"
79763,1,"1"
79763,1,"1"
79764,1,"1"
79764,1,"1"
79764,1,"1"
79765,1,"1"
79765,1,"1"
79766,1,"1"
79766,1,"1"
79768,1,"1"
79768,1,"0"
79768,1,"1"
79768,1,"1"
79769,1,"0"
79769,1,"1"
79769,1,"1"
79769,1,"1"
79772,1,"1"
79772,1,"1"
79774,1,"1"
79776,1,"1"
79777,1,"1"
79777,1,"1"
79865,1,"0"
79865,1,"1"
79865,1,"1"
79865,1,"1"
79884,1,"1"
79884,1,"1"
79890,1,"0"
79890,1,"1"
79890,1,"1"
79896,1,"0"
79896,1,"1"
79896,1,"1"
79896,1,"1"
79906,1,"0"
79906,1,"1"
79906,1,"0"
79907,1,"1"
79907,1,"1"
79908,1,"1"
79908,1,"1"
79911,1,"1"
80171,1,"1"
80171,1,"1"
80172,1,"1"
80172,1,"1"
80173,1,"1"
80173,1,"1"
80174,1,"1"
80174,1,"1"
80175,1,"1"
80175,1,"1"
80176,1,"1"
80176,1,"1"
80177,1,"1"
80179,1,"1"
80180,1,"1"
80181,1,"1"
80182,1,"1"
80182,1,"1"
80350,1,"1"
80350,1,"1"
80352,1,"1"
80352,1,"0"
80352,1,"1"
80352,1,"1"
80353,1,"1"
80354,1,"1"
80354,1,"1"
80358,1,"1"
80358,1,"0"
80358,1,"1"
80360,1,"1"
80360,1,"1"
80807,1,"1"
80807,1,"1"
80807,1,"1"
80807,1,"1"
81010,1,"1"
81011,1,"1"
81011,1,"0"
81011,1,"1"
81037,1,"1"
81196,1,"0"
81196,1,"1"
81198,1,"1"
81199,1,"1"
81199,1,"1"
81200,1,"1"
81200,1,"1"
81446,1,"0"
81446,1,"1"
81446,1,"1"
81446,1,"1"
81446,1,"0"
81446,1,"1"
81446,1,"1"
81446,1,"1"
81458,1,"1"
81458,1,"1"
81464,1,"1"
81464,1,"1"
81470,1,"1"
81470,1,"1"
81470,1,"1"
81470,1,"1"
81576,1,"0"
81576,1,"0"
81576,1,"1"
81576,1,"1"
81576,1,"1"
81577,1,"0"
81577,1,"1"
81577,1,"1"
81578,1,"1"
81578,1,"1"
81578,1,"1"
81578,1,"0"
81578,1,"1"
81578,1,"1"
81578,1,"0"
81578,1,"0"
81578,1,"1"
81578,1,"0"
81578,1,"1"
81578,1,"1"
81578,1,"1"
81604,1,"1"
81604,1,"0"
81604,1,"1"
81619,1,"0"
81619,1,"1"
81619,1,"1"
81641,1,"1"
81641,1,"0"
81641,1,"1"
81641,1,"0"
81648,1,"1"
81648,1,"1"
81773,1,"1"
81773,1,"1"
82391,1,"1"
82391,1,"1"
82391,1,"1"
82391,1,"0"
82391,1,"1"
82391,1,"1"
82391,1,"1"
82391,1,"1"
82392,1,"1"
82392,1,"1"
82392,1,"1"
82392,1,"1"
82392,1,"1"
82392,1,"1"
82394,1,"1"
82394,1,"1"
82394,1,"1"
82394,1,"1"
82394,1,"1"
82394,1,"1"
82394,1,"0"
82394,1,"1"
82394,1,"1"
82394,1,"1"
82395,1,"0"
82397,1,"0"
82397,1,"1"
82397,1,"1"
82397,1,"1"
82397,1,"1"
82397,1,"0"
82397,1,"0"
82397,1,"1"
82403,1,"1"
82403,1,"1"
82403,1,"1"
82403,1,"1"
82403,1,"1"
82403,1,"1"
82403,1,"1"
82403,1,"0"
82403,1,"1"
82403,1,"1"
82430,1,"1"
82430,1,"1"
82430,1,"1"
82430,1,"1"
82430,1,"1"
82430,1,"1"
82430,1,"1"
82434,1,"1"
82434,1,"1"
82434,1,"1"
82434,1,"1"
82434,1,"1"
82434,1,"0"
82434,1,"1"
82438,1,"1"
82438,1,"1"
82438,1,"1"
82438,1,"1"
82438,1,"1"
82438,1,"1"
82438,1,"1"
82440,1,"1"
82440,1,"1"
82440,1,"1"
82440,1,"1"
82440,1,"1"
82440,1,"1"
82440,1,"1"
82440,1,"1"
82440,1,"1"
82440,1,"1"
82441,1,"1"
82441,1,"1"
82441,1,"1"
82441,1,"1"
82446,1,"1"
82446,1,"1"
82446,1,"1"
82446,1,"1"
82448,1,"1"
82448,1,"1"
82448,1,"1"
82448,1,"1"
82448,1,"1"
82448,1,"1"
82448,1,"1"
82448,1,"1"
82448,1,"1"
82448,1,"1"
82448,1,"1"
82476,1,"0"
82476,1,"1"
82476,1,"1"
82476,1,"1"
82476,1,"1"
82476,1,"1"
82476,1,"0"
82476,1,"1"
82476,1,"1"
82476,1,"0"
82476,1,"1"
82476,1,"1"
82476,1,"1"
82476,1,"1"
82477,1,"0"
82477,1,"1"
82477,1,"1"
82477,1,"1"
82477,1,"1"
82477,1,"0"
82477,1,"1"
82477,1,"1"
82477,1,"1"
82479,1,"0"
82479,1,"1"
82479,1,"1"
82479,1,"1"
82479,1,"1"
82479,1,"1"
82479,1,"1"
82479,1,"0"
82479,1,"0"
82479,1,"1"
82479,1,"1"
82479,1,"1"
82479,1,"1"
82481,1,"0"
82481,1,"1"
82481,1,"1"
82481,1,"1"
82481,1,"1"
82481,1,"1"
82481,1,"1"
82481,1,"1"
82481,1,"1"
82481,1,"1"
82482,1,"1"
82482,1,"1"
82482,1,"1"
82482,1,"1"
82482,1,"0"
82482,1,"1"
82482,1,"1"
82483,1,"1"
82483,1,"1"
82483,1,"1"
82483,1,"1"
82483,1,"1"
82485,1,"1"
82485,1,"1"
82485,1,"1"
82485,1,"1"
82485,1,"1"
82485,1,"0"
82485,1,"1"
82485,1,"1"
82485,1,"1"
82485,1,"1"
82516,1,"1"
82516,1,"1"
82516,1,"1"
82516,1,"1"
82516,1,"1"
82516,1,"1"
82516,1,"0"
82516,1,"1"
82516,1,"0"
82516,1,"1"
82516,1,"1"
82516,1,"1"
82523,1,"1"
82523,1,"1"
82523,1,"1"
82523,1,"1"
82523,1,"1"
82523,1,"1"
82532,1,"1"
82532,1,"1"
82532,1,"1"
82532,1,"1"
82532,1,"0"
82532,1,"0"
82532,1,"1"
82532,1,"1"
82532,1,"1"
82533,1,"1"
82533,1,"1"
82533,1,"1"
82533,1,"1"
82533,1,"1"
82533,1,"1"
82534,1,"0"
82534,1,"1"
82534,1,"1"
82534,1,"1"
82534,1,"1"
82534,1,"1"
82534,1,"0"
82534,1,"1"
82534,1,"1"
82534,1,"1"
82534,1,"1"
82540,1,"0"
82540,1,"1"
82540,1,"1"
82540,1,"1"
82540,1,"1"
82540,1,"1"
82540,1,"1"
82540,1,"1"
82540,1,"1"
82540,1,"1"
82540,1,"1"
82541,1,"1"
82541,1,"1"
82541,1,"1"
82541,1,"0"
82541,1,"1"
82542,1,"0"
82542,1,"1"
82542,1,"1"
82542,1,"0"
82542,1,"1"
82542,1,"0"
82542,1,"1"
82542,1,"1"
82542,1,"1"
82542,1,"1"
82545,1,"1"
82545,1,"1"
82545,1,"1"
82545,1,"1"
82545,1,"1"
82545,1,"1"
82545,1,"1"
82545,1,"1"
82545,1,"0"
82545,1,"1"
82545,1,"1"
82550,1,"1"
82550,1,"1"
82550,1,"1"
82550,1,"1"
82550,1,"1"
82553,1,"1"
82553,1,"1"
82553,1,"1"
82553,1,"1"
82553,1,"1"
82555,1,"1"
82555,1,"1"
82555,1,"1"
82555,1,"1"
82556,1,"1"
82556,1,"0"
82556,1,"1"
82556,1,"1"
82556,1,"1"
82556,1,"1"
82556,1,"1"
82556,1,"1"
82556,1,"0"
82556,1,"1"
82556,1,"0"
82556,1,"1"
82556,1,"1"
82558,1,"1"
82558,1,"1"
82558,1,"1"
82558,1,"1"
82558,1,"1"
82558,1,"1"
82558,1,"1"
82559,1,"1"
82559,1,"1"
82559,1,"1"
82559,1,"1"
82559,1,"1"
83169,1,"1"
83169,1,"1"
83176,1,"0"
83176,1,"1"
83176,1,"1"
83176,1,"1"
83388,1,"1"
83691,1,"1"
83696,1,"0"
83696,1,"0"
83766,1,"0"
83766,1,"0"
83766,1,"0"
83766,1,"0"
83766,1,"0"
83766,1,"0"
83766,1,"0"
83766,1,"1"
83766,1,"0"
84316,1,"1"
84316,1,"0"
84316,1,"0"
84316,1,"1"
84316,1,"1"
84316,1,"1"
84327,1,"0"
84327,1,"1"
84981,1,"0"
84981,1,"0"
84981,1,"1"
84981,1,"1"
85054,1,"0"
85054,1,"1"
85054,1,"1"
85054,1,"1"
85074,1,"1"
85074,1,"1"
85074,1,"0"
85074,1,"1"
85088,1,"0"
85088,1,"0"
85088,1,"1"
85088,1,"1"
85369,1,"1"
85369,1,"1"
85646,1,"1"
85654,1,"0"
85654,1,"0"
85656,1,"1"
85656,1,"1"
85656,1,"1"
85658,1,"0"
85685,1,"1"
85685,1,"1"
85686,1,"1"
85686,1,"1"
85686,1,"1"
85687,1,"1"
85687,1,"0"
85687,1,"1"
85687,1,"1"
85687,1,"1"
85687,1,"1"
85690,1,"1"
85690,1,"1"
85691,1,"1"
85691,1,"0"
85691,1,"1"
85691,1,"1"
85691,1,"1"
85691,1,"1"
85691,1,"0"
85691,1,"1"
85691,1,"1"
85691,1,"1"
85691,1,"1"
85693,1,"0"
85693,1,"0"
85693,1,"0"
85693,1,"1"
85693,1,"1"
85694,1,"0"
85694,1,"0"
85694,1,"0"
85694,1,"1"
85694,1,"1"
85694,1,"1"
85694,1,"1"
85694,1,"1"
85694,1,"1"
85696,1,"0"
85696,1,"1"
85696,1,"1"
85696,1,"1"
85697,1,"1"
85697,1,"1"
85698,1,"1"
85698,1,"1"
85699,1,"0"
85699,1,"0"
85699,1,"1"
85699,1,"1"
85701,1,"1"
85701,1,"1"
85701,1,"1"
85701,1,"1"
85714,1,"1"
85714,1,"1"
85716,1,"0"
85716,1,"0"
85716,1,"1"
85716,1,"0"
85716,1,"1"
85716,1,"1"
85716,1,"1"
85717,1,"0"
85717,1,"0"
85717,1,"0"
85717,1,"0"
85717,1,"0"
85717,1,"0"
85717,1,"1"
85717,1,"1"
85717,1,"1"
85717,1,"1"
85719,1,"1"
85720,1,"0"
85720,1,"1"
85720,1,"1"
85720,1,"1"
85720,1,"1"
85721,1,"0"
85721,1,"0"
85721,1,"1"
85722,1,"0"
85722,1,"0"
85722,1,"0"
85722,1,"0"
85722,1,"1"
85722,1,"1"
85724,1,"1"
85724,1,"1"
85725,1,"0"
85725,1,"1"
85725,1,"1"
85726,1,"0"
85726,1,"0"
85726,1,"1"
85726,1,"1"
85727,1,"0"
85727,1,"0"
85727,1,"1"
85727,1,"1"
85727,1,"1"
85727,1,"0"
85727,1,"1"
85727,1,"1"
85728,1,"0"
85729,1,"1"
85729,1,"1"
85730,1,"0"
85730,1,"0"
85730,1,"1"
85730,1,"0"
86045,1,"1"
86395,1,"1"
86395,1,"1"
86395,1,"1"
86395,1,"1"
86395,1,"0"
86395,1,"1"
86395,1,"1"
86395,1,"1"
86395,1,"1"
86398,1,"1"
